hour,price_gbp_per_mwh,hour_of_day,day_of_week,day_of_year
2222,67.28,14,1,92
2223,53.09,15,1,92
2224,190.78,16,1,92
2225,64.77,17,1,92
2226,61.1,18,1,92
2227,47.03,19,1,92
2228,44.45,20,1,92
2229,49.95,21,1,92
2230,40.69,22,1,92
2231,48.53,23,1,92
2232,27.1,0,2,93
2233,40.9,1,2,93
2234,60.37,2,2,93
2235,51.42,3,2,93
2236,51.73,4,2,93
2237,69.17,5,2,93
2238,37.7,6,2,93
2239,52.98,7,2,93
2240,59.18,8,2,93
2241,71.74,9,2,93
2242,73.79,10,2,93
2243,61.05,11,2,93
2244,76.38,12,2,93
2245,64.76,13,2,93
2246,76.48,14,2,93
2247,56.62,15,2,93
2248,61.41,16,2,93
2249,55.58,17,2,93
2250,64.84,18,2,93
2251,49.1,19,2,93
2252,50.05,20,2,93
2253,51.96,21,2,93
2254,50.36,22,2,93
2255,51.9,23,2,93
2256,45.83,0,3,94
2257,41.2,1,3,94
2258,42.95,2,3,94
2259,47.86,3,3,94
2260,52.14,4,3,94
2261,51.86,5,3,94
2262,56.29,6,3,94
2263,47.11,7,3,94
2264,67.48,8,3,94
2265,66.07,9,3,94
2266,74.55,10,3,94
2267,67.73,11,3,94
2268,54.23,12,3,94
2269,64.86,13,3,94
2270,64.93,14,3,94
2271,70.57,15,3,94
2272,45.58,16,3,94
2273,59.57,17,3,94
2274,60.25,18,3,94
2275,47.74,19,3,94
2276,50.74,20,3,94
2277,42.64,21,3,94
2278,39.91,22,3,94
2279,41.28,23,3,94
2280,38.2,0,4,95
2281,49.76,1,4,95
2282,39.61,2,4,95
2283,40.18,3,4,95
2284,64.03,4,4,95
2285,60.47,5,4,95
2286,40.99,6,4,95
2287,52.87,7,4,95
2288,63.83,8,4,95
2289,66.96,9,4,95
2290,54.36,10,4,95
2291,76.75,11,4,95
2292,74.49,12,4,95
2293,71.33,13,4,95
2294,37.13,14,4,95
2295,147.99,15,4,95
2296,65.48,16,4,95
2297,71.45,17,4,95
2298,64.7,18,4,95
2299,46.05,19,4,95
2300,54.95,20,4,95
2301,42.09,21,4,95
2302,49.53,22,4,95
2303,48.11,23,4,95
2304,21.57,0,5,96
2305,32.07,1,5,96
2306,36.36,2,5,96
2307,32.66,3,5,96
2308,41.15,4,5,96
2309,47.97,5,5,96
2310,44.39,6,5,96
2311,49.54,7,5,96
2312,61.7,8,5,96
2313,56.9,9,5,96
2314,56.63,10,5,96
2315,48.56,11,5,96
2316,62.0,12,5,96
2317,58.87,13,5,96
2318,65.3,14,5,96
2319,53.49,15,5,96
2320,36.1,16,5,96
2321,34.14,17,5,96
2322,50.52,18,5,96
2323,36.97,19,5,96
2324,42.13,20,5,96
2325,37.06,21,5,96
2326,32.91,22,5,96
2327,92.27,23,5,96
2328,25.46,0,6,97
2329,32.66,1,6,97
2330,29.31,2,6,97
2331,32.92,3,6,97
2332,35.79,4,6,97
2333,39.46,5,6,97
2334,51.76,6,6,97
2335,46.45,7,6,97
2336,58.57,8,6,97
2337,65.17,9,6,97
2338,61.61,10,6,97
2339,60.25,11,6,97
2340,58.99,12,6,97
2341,62.89,13,6,97
2342,55.49,14,6,97
2343,60.74,15,6,97
2344,55.29,16,6,97
2345,44.61,17,6,97
2346,51.55,18,6,97
2347,42.0,19,6,97
2348,37.53,20,6,97
2349,2.08,21,6,97
2350,35.31,22,6,97
2351,40.76,23,6,97
2352,50.23,0,0,98
2353,46.36,1,0,98
2354,49.53,2,0,98
2355,56.81,3,0,98
2356,47.92,4,0,98
2357,43.09,5,0,98
2358,65.53,6,0,98
2359,53.99,7,0,98
2360,135.6,8,0,98
2361,49.24,9,0,98
2362,70.09,10,0,98
2363,53.74,11,0,98
2364,61.12,12,0,98
2365,71.42,13,0,98
2366,71.29,14,0,98
2367,58.39,15,0,98
2368,60.05,16,0,98
2369,51.25,17,0,98
2370,50.74,18,0,98
2371,54.15,19,0,98
2372,45.11,20,0,98
2373,44.68,21,0,98
2374,33.01,22,0,98
2375,52.6,23,0,98
2376,46.95,0,1,99
2377,49.62,1,1,99
2378,54.8,2,1,99
2379,39.78,3,1,99
2380,46.0,4,1,99
2381,36.6,5,1,99
2382,79.99,6,1,99
2383,56.78,7,1,99
2384,69.18,8,1,99
2385,53.45,9,1,99
2386,73.23,10,1,99
2387,81.32,11,1,99
2388,66.38,12,1,99
2389,58.37,13,1,99
2390,64.15,14,1,99
2391,45.54,15,1,99
2392,60.56,16,1,99
2393,64.54,17,1,99
2394,54.58,18,1,99
2395,49.49,19,1,99
2396,53.09,20,1,99
2397,171.21,21,1,99
2398,31.2,22,1,99
2399,43.99,23,1,99
2400,62.1,0,2,100
2401,32.34,1,2,100
2402,43.54,2,2,100
2403,61.66,3,2,100
2404,57.44,4,2,100
2405,47.4,5,2,100
2406,56.26,6,2,100
2407,57.7,7,2,100
2408,54.63,8,2,100
2409,62.5,9,2,100
2410,62.76,10,2,100
2411,67.1,11,2,100
2412,60.62,12,2,100
2413,135.99,13,2,100
2414,64.67,14,2,100
2415,76.82,15,2,100
2416,61.27,16,2,100
2417,55.06,17,2,100
2418,60.64,18,2,100
2419,50.24,19,2,100
2420,63.55,20,2,100
2421,166.09,21,2,100
2422,49.82,22,2,100
2423,36.98,23,2,100
2424,46.38,0,3,101
2425,44.96,1,3,101
2426,43.51,2,3,101
2427,41.85,3,3,101
2428,43.25,4,3,101
2429,53.51,5,3,101
2430,59.39,6,3,101
2431,56.44,7,3,101
2432,62.65,8,3,101
2433,62.54,9,3,101
2434,65.53,10,3,101
2435,64.34,11,3,101
2436,66.5,12,3,101
2437,87.53,13,3,101
2438,67.24,14,3,101
2439,68.0,15,3,101
2440,63.86,16,3,101
2441,55.36,17,3,101
2442,64.71,18,3,101
2443,48.92,19,3,101
2444,56.79,20,3,101
2445,43.19,21,3,101
2446,36.28,22,3,101
2447,45.69,23,3,101
2448,33.26,0,4,102
2449,46.79,1,4,102
2450,34.15,2,4,102
2451,43.06,3,4,102
2452,36.64,4,4,102
2453,73.58,5,4,102
2454,40.86,6,4,102
2455,57.28,7,4,102
2456,69.24,8,4,102
2457,70.87,9,4,102
2458,71.3,10,4,102
2459,63.15,11,4,102
2460,76.91,12,4,102
2461,72.99,13,4,102
2462,66.19,14,4,102
2463,64.51,15,4,102
2464,57.67,16,4,102
2465,49.93,17,4,102
2466,63.99,18,4,102
2467,61.49,19,4,102
2468,41.02,20,4,102
2469,44.38,21,4,102
2470,42.56,22,4,102
2471,42.24,23,4,102
2472,31.35,0,5,103
2473,38.82,1,5,103
2474,26.47,2,5,103
2475,27.58,3,5,103
2476,46.73,4,5,103
2477,36.03,5,5,103
2478,32.73,6,5,103
2479,42.06,7,5,103
2480,46.2,8,5,103
2481,63.76,9,5,103
2482,60.63,10,5,103
2483,63.61,11,5,103
2484,61.4,12,5,103
2485,62.0,13,5,103
2486,47.73,14,5,103
2487,49.74,15,5,103
2488,40.92,16,5,103
2489,44.26,17,5,103
2490,48.31,18,5,103
2491,40.81,19,5,103
2492,47.33,20,5,103
2493,25.22,21,5,103
2494,36.45,22,5,103
2495,21.26,23,5,103
2496,31.33,0,6,104
2497,36.91,1,6,104
2498,30.47,2,6,104
2499,38.5,3,6,104
2500,28.9,4,6,104
2501,26.17,5,6,104
2502,47.04,6,6,104
2503,59.64,7,6,104
2504,40.61,8,6,104
2505,60.84,9,6,104
2506,53.32,10,6,104
2507,43.49,11,6,104
2508,45.53,12,6,104
2509,54.3,13,6,104
2510,49.74,14,6,104
2511,40.56,15,6,104
2512,35.03,16,6,104
2513,38.91,17,6,104
2514,44.13,18,6,104
2515,39.42,19,6,104
2516,112.57,20,6,104
2517,35.71,21,6,104
2518,40.51,22,6,104
2519,34.14,23,6,104
2520,40.35,0,0,105
2521,49.16,1,0,105
2522,35.25,2,0,105
2523,43.04,3,0,105
2524,45.71,4,0,105
2525,40.32,5,0,105
2526,49.96,6,0,105
2527,39.83,7,0,105
2528,134.62,8,0,105
2529,54.31,9,0,105
2530,76.4,10,0,105
2531,65.22,11,0,105
2532,69.84,12,0,105
2533,31.0,13,0,105
2534,65.38,14,0,105
2535,67.01,15,0,105
2536,64.64,16,0,105
2537,62.63,17,0,105
2538,50.38,18,0,105
2539,46.37,19,0,105
2540,34.57,20,0,105
2541,49.02,21,0,105
2542,51.59,22,0,105
2543,54.66,23,0,105
2544,43.51,0,1,106
2545,35.34,1,1,106
2546,29.1,2,1,106
2547,52.91,3,1,106
2548,32.69,4,1,106
2549,47.23,5,1,106
2550,51.27,6,1,106
2551,55.61,7,1,106
2552,59.35,8,1,106
2553,62.66,9,1,106
2554,44.13,10,1,106
2555,64.77,11,1,106
2556,47.23,12,1,106
2557,70.51,13,1,106
2558,59.02,14,1,106
2559,44.29,15,1,106
2560,52.55,16,1,106
2561,51.61,17,1,106
2562,62.59,18,1,106
2563,51.53,19,1,106
2564,49.82,20,1,106
2565,54.03,21,1,106
2566,41.9,22,1,106
2567,47.51,23,1,106
2568,46.28,0,2,107
2569,30.92,1,2,107
2570,54.2,2,2,107
2571,32.96,3,2,107
2572,54.15,4,2,107
2573,37.56,5,2,107
2574,57.62,6,2,107
2575,70.81,7,2,107
2576,57.1,8,2,107
2577,59.24,9,2,107
2578,68.08,10,2,107
2579,61.76,11,2,107
2580,79.35,12,2,107
2581,65.93,13,2,107
2582,60.64,14,2,107
2583,56.97,15,2,107
2584,51.34,16,2,107
2585,50.89,17,2,107
2586,50.0,18,2,107
2587,45.8,19,2,107
2588,41.54,20,2,107
2589,61.11,21,2,107
2590,34.17,22,2,107
2591,42.39,23,2,107
2592,45.29,0,3,108
2593,46.0,1,3,108
2594,41.69,2,3,108
2595,42.14,3,3,108
2596,50.16,4,3,108
2597,51.57,5,3,108
2598,50.48,6,3,108
2599,43.16,7,3,108
2600,54.8,8,3,108
2601,51.86,9,3,108
2602,57.6,10,3,108
2603,64.41,11,3,108
2604,37.42,12,3,108
2605,78.38,13,3,108
2606,58.64,14,3,108
2607,67.23,15,3,108
2608,61.0,16,3,108
2609,66.02,17,3,108
2610,57.16,18,3,108
2611,11.37,19,3,108
2612,32.76,20,3,108
2613,46.55,21,3,108
2614,37.93,22,3,108
2615,33.11,23,3,108
2616,30.15,0,4,109
2617,41.99,1,4,109
2618,53.96,2,4,109
2619,40.54,3,4,109
2620,51.01,4,4,109
2621,48.37,5,4,109
2622,41.98,6,4,109
2623,61.27,7,4,109
2624,49.53,8,4,109
2625,60.95,9,4,109
2626,59.95,10,4,109
2627,71.03,11,4,109
2628,55.82,12,4,109
2629,67.01,13,4,109
2630,55.96,14,4,109
2631,56.69,15,4,109
2632,-0.79,16,4,109
2633,72.13,17,4,109
2634,56.69,18,4,109
2635,43.05,19,4,109
2636,37.29,20,4,109
2637,39.84,21,4,109
2638,47.63,22,4,109
2639,25.56,23,4,109
2640,27.9,0,5,110
2641,43.61,1,5,110
2642,21.57,2,5,110
2643,33.19,3,5,110
2644,52.66,4,5,110
2645,42.98,5,5,110
2646,42.04,6,5,110
2647,48.19,7,5,110
2648,43.83,8,5,110
2649,59.91,9,5,110
2650,48.23,10,5,110
2651,36.95,11,5,110
2652,49.9,12,5,110
2653,44.89,13,5,110
2654,49.18,14,5,110
2655,47.44,15,5,110
2656,56.61,16,5,110
2657,49.7,17,5,110
2658,43.14,18,5,110
2659,37.9,19,5,110
2660,26.56,20,5,110
2661,15.1,21,5,110
2662,31.55,22,5,110
2663,35.8,23,5,110
2664,27.91,0,6,111
2665,24.9,1,6,111
2666,34.1,2,6,111
2667,31.62,3,6,111
2668,48.26,4,6,111
2669,47.53,5,6,111
2670,48.45,6,6,111
2671,49.94,7,6,111
2672,36.45,8,6,111
2673,54.56,9,6,111
2674,54.18,10,6,111
2675,57.22,11,6,111
2676,56.72,12,6,111
2677,55.99,13,6,111
2678,72.77,14,6,111
2679,48.65,15,6,111
2680,54.27,16,6,111
2681,40.11,17,6,111
2682,127.1,18,6,111
2683,45.18,19,6,111
2684,37.69,20,6,111
2685,125.64,21,6,111
2686,23.31,22,6,111
2687,25.29,23,6,111
2688,41.22,0,0,112
2689,46.97,1,0,112
2690,42.56,2,0,112
2691,53.32,3,0,112
2692,160.22,4,0,112
2693,39.29,5,0,112
2694,53.98,6,0,112
2695,54.01,7,0,112
2696,61.86,8,0,112
2697,59.78,9,0,112
2698,59.19,10,0,112
2699,62.51,11,0,112
2700,63.75,12,0,112
2701,60.67,13,0,112
2702,60.28,14,0,112
2703,26.77,15,0,112
2704,64.37,16,0,112
2705,56.18,17,0,112
2706,69.57,18,0,112
2707,49.7,19,0,112
2708,11.11,20,0,112
2709,64.4,21,0,112
2710,44.43,22,0,112
2711,47.85,23,0,112
2712,44.0,0,1,113
2713,44.65,1,1,113
2714,15.15,2,1,113
2715,33.96,3,1,113
2716,48.2,4,1,113
2717,37.56,5,1,113
2718,49.87,6,1,113
2719,128.56,7,1,113
2720,60.12,8,1,113
2721,62.42,9,1,113
2722,65.5,10,1,113
2723,65.15,11,1,113
2724,58.41,12,1,113
2725,60.76,13,1,113
2726,69.02,14,1,113
2727,68.29,15,1,113
2728,48.09,16,1,113
2729,42.12,17,1,113
2730,45.45,18,1,113
2731,56.52,19,1,113
2732,54.98,20,1,113
2733,35.38,21,1,113
2734,43.33,22,1,113
2735,54.35,23,1,113
2736,42.33,0,2,114
2737,50.79,1,2,114
2738,48.6,2,2,114
2739,35.24,3,2,114
2740,43.48,4,2,114
2741,48.18,5,2,114
2742,51.84,6,2,114
2743,61.44,7,2,114
2744,60.27,8,2,114
2745,36.0,9,2,114
2746,50.89,10,2,114
2747,45.1,11,2,114
2748,64.41,12,2,114
2749,64.52,13,2,114
2750,63.66,14,2,114
2751,51.82,15,2,114
2752,62.4,16,2,114
2753,59.84,17,2,114
2754,40.96,18,2,114
2755,36.17,19,2,114
2756,45.0,20,2,114
2757,56.85,21,2,114
2758,54.21,22,2,114
2759,43.92,23,2,114
2760,32.91,0,3,115
2761,16.25,1,3,115
2762,36.74,2,3,115
2763,36.12,3,3,115
2764,27.6,4,3,115
2765,48.46,5,3,115
2766,45.71,6,3,115
2767,54.63,7,3,115
2768,38.35,8,3,115
2769,60.59,9,3,115
2770,41.69,10,3,115
2771,71.04,11,3,115
2772,66.92,12,3,115
2773,60.11,13,3,115
2774,65.64,14,3,115
2775,51.41,15,3,115
2776,57.33,16,3,115
2777,60.21,17,3,115
2778,25.99,18,3,115
2779,44.07,19,3,115
2780,44.57,20,3,115
2781,40.69,21,3,115
2782,52.01,22,3,115
2783,30.17,23,3,115
2784,33.52,0,4,116
2785,23.58,1,4,116
2786,52.18,2,4,116
2787,40.04,3,4,116
2788,40.99,4,4,116
2789,46.97,5,4,116
2790,55.58,6,4,116
2791,56.38,7,4,116
2792,77.68,8,4,116
2793,62.61,9,4,116
2794,57.16,10,4,116
2795,57.59,11,4,116
2796,59.35,12,4,116
2797,50.07,13,4,116
2798,61.21,14,4,116
2799,65.25,15,4,116
2800,51.59,16,4,116
2801,47.14,17,4,116
2802,62.62,18,4,116
2803,35.98,19,4,116
2804,27.95,20,4,116
2805,32.79,21,4,116
2806,27.78,22,4,116
2807,41.99,23,4,116
2808,24.35,0,5,117
2809,25.89,1,5,117
2810,38.07,2,5,117
2811,25.22,3,5,117
2812,39.44,4,5,117
2813,48.22,5,5,117
2814,35.59,6,5,117
2815,48.24,7,5,117
2816,43.31,8,5,117
2817,15.12,9,5,117
2818,157.06,10,5,117
2819,37.67,11,5,117
2820,48.11,12,5,117
2821,43.72,13,5,117
2822,45.5,14,5,117
2823,45.97,15,5,117
2824,51.0,16,5,117
2825,39.08,17,5,117
2826,32.65,18,5,117
2827,33.32,19,5,117
2828,27.09,20,5,117
2829,143.28,21,5,117
2830,15.94,22,5,117
2831,28.2,23,5,117
2832,22.44,0,6,118
2833,35.13,1,6,118
2834,17.02,2,6,118
2835,26.16,3,6,118
2836,47.49,4,6,118
2837,28.36,5,6,118
2838,37.09,6,6,118
2839,32.37,7,6,118
2840,34.2,8,6,118
2841,59.85,9,6,118
2842,50.75,10,6,118
2843,51.65,11,6,118
2844,37.42,12,6,118
2845,53.45,13,6,118
2846,58.64,14,6,118
2847,56.67,15,6,118
2848,50.33,16,6,118
2849,33.06,17,6,118
2850,41.49,18,6,118
2851,41.22,19,6,118
2852,18.63,20,6,118
2853,21.53,21,6,118
2854,35.7,22,6,118
2855,34.4,23,6,118
2856,25.35,0,0,119
2857,44.5,1,0,119
2858,40.1,2,0,119
2859,47.5,3,0,119
2860,38.66,4,0,119
2861,51.79,5,0,119
2862,56.48,6,0,119
2863,50.03,7,0,119
2864,55.88,8,0,119
2865,53.03,9,0,119
2866,73.34,10,0,119
2867,60.36,11,0,119
2868,54.36,12,0,119
2869,55.6,13,0,119
2870,61.14,14,0,119
2871,64.25,15,0,119
2872,45.05,16,0,119
2873,67.62,17,0,119
2874,52.2,18,0,119
2875,50.36,19,0,119
2876,42.96,20,0,119
2877,41.4,21,0,119
2878,38.16,22,0,119
2879,46.29,23,0,119
2880,37.42,0,1,120
2881,44.03,1,1,120
2882,35.62,2,1,120
2883,42.56,3,1,120
2884,37.05,4,1,120
2885,56.11,5,1,120
2886,42.81,6,1,120
2887,49.99,7,1,120
2888,52.96,8,1,120
2889,55.14,9,1,120
2890,65.65,10,1,120
2891,58.54,11,1,120
2892,72.63,12,1,120
2893,54.53,13,1,120
2894,61.23,14,1,120
2895,51.76,15,1,120
2896,58.85,16,1,120
2897,52.46,17,1,120
2898,48.24,18,1,120
2899,55.88,19,1,120
2900,38.25,20,1,120
2901,45.69,21,1,120
2902,92.94,22,1,120
2903,38.79,23,1,120
2904,27.67,0,2,121
2905,32.34,1,2,121
2906,38.18,2,2,121
2907,55.26,3,2,121
2908,44.04,4,2,121
2909,59.36,5,2,121
2910,50.99,6,2,121
2911,109.24,7,2,121
2912,67.55,8,2,121
2913,61.21,9,2,121
2914,54.48,10,2,121
2915,64.59,11,2,121
2916,58.89,12,2,121
2917,44.91,13,2,121
2918,67.11,14,2,121
2919,66.48,15,2,121
2920,69.94,16,2,121
2921,55.72,17,2,121
2922,47.24,18,2,121
2923,52.81,19,2,121
2924,50.03,20,2,121
2925,53.85,21,2,121
2926,38.48,22,2,121
2927,36.32,23,2,121
2928,31.26,0,3,122
2929,41.69,1,3,122
2930,26.2,2,3,122
2931,46.71,3,3,122
2932,47.69,4,3,122
2933,50.56,5,3,122
2934,50.09,6,3,122
2935,64.35,7,3,122
2936,61.96,8,3,122
2937,52.61,9,3,122
2938,54.66,10,3,122
2939,53.54,11,3,122
2940,65.39,12,3,122
2941,52.57,13,3,122
2942,68.04,14,3,122
2943,68.05,15,3,122
2944,47.95,16,3,122
2945,50.6,17,3,122
2946,49.12,18,3,122
2947,52.95,19,3,122
2948,55.86,20,3,122
2949,27.01,21,3,122
2950,36.05,22,3,122
2951,35.26,23,3,122
2952,25.53,0,4,123
2953,33.26,1,4,123
2954,41.76,2,4,123
2955,38.02,3,4,123
2956,30.38,4,4,123
2957,68.62,5,4,123
2958,50.86,6,4,123
2959,52.73,7,4,123
2960,45.95,8,4,123
2961,59.31,9,4,123
2962,57.81,10,4,123
2963,45.22,11,4,123
2964,52.17,12,4,123
2965,66.69,13,4,123
2966,74.68,14,4,123
2967,60.16,15,4,123
2968,63.56,16,4,123
2969,50.59,17,4,123
2970,48.04,18,4,123
2971,54.36,19,4,123
2972,56.04,20,4,123
2973,50.66,21,4,123
2974,29.81,22,4,123
2975,116.61,23,4,123
2976,27.71,0,5,124
2977,83.82,1,5,124
2978,30.2,2,5,124
2979,35.57,3,5,124
2980,39.51,4,5,124
2981,47.87,5,5,124
2982,34.85,6,5,124
2983,29.68,7,5,124
2984,46.35,8,5,124
2985,61.04,9,5,124
2986,44.06,10,5,124
2987,54.57,11,5,124
2988,55.05,12,5,124
2989,50.61,13,5,124
2990,47.94,14,5,124
2991,38.59,15,5,124
2992,25.23,16,5,124
2993,31.7,17,5,124
2994,34.37,18,5,124
2995,43.16,19,5,124
2996,30.66,20,5,124
2997,24.85,21,5,124
2998,19.97,22,5,124
2999,31.15,23,5,124
3000,36.11,0,6,125
3001,34.16,1,6,125
3002,31.7,2,6,125
3003,16.95,3,6,125
3004,28.43,4,6,125
3005,49.71,5,6,125
3006,46.22,6,6,125
3007,-1.95,7,6,125
3008,42.8,8,6,125
3009,48.63,9,6,125
3010,41.54,10,6,125
3011,30.36,11,6,125
3012,50.03,12,6,125
3013,42.53,13,6,125
3014,41.36,14,6,125
3015,42.89,15,6,125
3016,42.17,16,6,125
3017,40.28,17,6,125
3018,30.17,18,6,125
3019,32.37,19,6,125
3020,17.18,20,6,125
3021,31.25,21,6,125
3022,4.0,22,6,125
3023,23.34,23,6,125
3024,43.35,0,0,126
3025,27.93,1,0,126
3026,43.34,2,0,126
3027,48.76,3,0,126
3028,15.53,4,0,126
3029,43.68,5,0,126
3030,24.99,6,0,126
3031,50.16,7,0,126
3032,53.94,8,0,126
3033,36.62,9,0,126
3034,73.79,10,0,126
3035,61.88,11,0,126
3036,53.21,12,0,126
3037,71.31,13,0,126
3038,44.03,14,0,126
3039,46.65,15,0,126
3040,35.6,16,0,126
3041,65.51,17,0,126
3042,50.66,18,0,126
3043,50.17,19,0,126
3044,44.41,20,0,126
3045,44.1,21,0,126
3046,38.23,22,0,126
3047,38.57,23,0,126
3048,36.62,0,1,127
3049,31.3,1,1,127
3050,36.99,2,1,127
3051,41.46,3,1,127
3052,42.64,4,1,127
3053,32.83,5,1,127
3054,37.0,6,1,127
3055,59.52,7,1,127
3056,51.3,8,1,127
3057,60.92,9,1,127
3058,49.41,10,1,127
3059,47.56,11,1,127
3060,53.01,12,1,127
3061,57.57,13,1,127
3062,52.83,14,1,127
3063,66.59,15,1,127
3064,55.19,16,1,127
3065,65.65,17,1,127
3066,170.99,18,1,127
3067,25.35,19,1,127
3068,50.2,20,1,127
3069,27.19,21,1,127
3070,39.21,22,1,127
3071,29.97,23,1,127
3072,52.66,0,2,128
3073,47.44,1,2,128
3074,31.19,2,2,128
3075,38.01,3,2,128
3076,43.47,4,2,128
3077,51.32,5,2,128
3078,47.75,6,2,128
3079,42.42,7,2,128
3080,47.77,8,2,128
3081,55.96,9,2,128
3082,67.78,10,2,128
3083,62.53,11,2,128
3084,53.33,12,2,128
3085,64.29,13,2,128
3086,54.81,14,2,128
3087,123.12,15,2,128
3088,73.73,16,2,128
3089,47.75,17,2,128
3090,53.93,18,2,128
3091,38.45,19,2,128
3092,40.62,20,2,128
3093,39.27,21,2,128
3094,35.57,22,2,128
3095,55.63,23,2,128
3096,32.82,0,3,129
3097,40.38,1,3,129
3098,-8.56,2,3,129
3099,42.25,3,3,129
3100,50.41,4,3,129
3101,39.95,5,3,129
3102,27.19,6,3,129
3103,50.07,7,3,129
3104,53.41,8,3,129
3105,61.55,9,3,129
3106,73.75,10,3,129
3107,175.83,11,3,129
3108,52.42,12,3,129
3109,49.53,13,3,129
3110,59.25,14,3,129
3111,59.59,15,3,129
3112,48.91,16,3,129
3113,56.61,17,3,129
3114,51.0,18,3,129
3115,44.51,19,3,129
3116,34.06,20,3,129
3117,-5.07,21,3,129
3118,17.44,22,3,129
3119,37.57,23,3,129
3120,35.25,0,4,130
3121,36.95,1,4,130
3122,40.68,2,4,130
3123,41.64,3,4,130
3124,40.15,4,4,130
3125,44.32,5,4,130
3126,35.8,6,4,130
3127,45.47,7,4,130
3128,53.44,8,4,130
3129,49.64,9,4,130
3130,64.31,10,4,130
3131,53.36,11,4,130
3132,60.77,12,4,130
3133,59.56,13,4,130
3134,63.4,14,4,130
3135,62.73,15,4,130
3136,58.59,16,4,130
3137,33.29,17,4,130
3138,56.59,18,4,130
3139,56.15,19,4,130
3140,37.18,20,4,130
3141,40.44,21,4,130
3142,29.52,22,4,130
3143,19.86,23,4,130
3144,17.89,0,5,131
3145,19.89,1,5,131
3146,22.57,2,5,131
3147,19.64,3,5,131
3148,23.93,4,5,131
3149,32.61,5,5,131
3150,29.64,6,5,131
3151,43.25,7,5,131
3152,47.25,8,5,131
3153,63.33,9,5,131
3154,55.2,10,5,131
3155,49.34,11,5,131
3156,42.84,12,5,131
3157,49.74,13,5,131
3158,48.81,14,5,131
3159,40.18,15,5,131
3160,48.07,16,5,131
3161,-12.28,17,5,131
3162,33.85,18,5,131
3163,37.14,19,5,131
3164,27.5,20,5,131
3165,25.66,21,5,131
3166,24.31,22,5,131
3167,17.52,23,5,131
3168,32.96,0,6,132
3169,15.83,1,6,132
3170,27.72,2,6,132
3171,30.39,3,6,132
3172,21.98,4,6,132
3173,33.05,5,6,132
3174,28.29,6,6,132
3175,49.8,7,6,132
3176,32.46,8,6,132
3177,38.82,9,6,132
3178,36.17,10,6,132
3179,36.3,11,6,132
3180,60.3,12,6,132
3181,51.5,13,6,132
3182,47.08,14,6,132
3183,38.8,15,6,132
3184,48.83,16,6,132
3185,32.08,17,6,132
3186,41.92,18,6,132
3187,25.48,19,6,132
3188,24.41,20,6,132
3189,33.15,21,6,132
3190,32.08,22,6,132
3191,28.76,23,6,132
3192,25.94,0,0,133
3193,31.17,1,0,133
3194,37.2,2,0,133
3195,31.05,3,0,133
3196,51.3,4,0,133
3197,24.01,5,0,133
3198,40.1,6,0,133
3199,45.36,7,0,133
3200,29.58,8,0,133
3201,43.65,9,0,133
3202,61.73,10,0,133
3203,58.17,11,0,133
3204,70.92,12,0,133
3205,70.29,13,0,133
3206,60.19,14,0,133
3207,57.33,15,0,133
3208,52.86,16,0,133
3209,28.2,17,0,133
3210,35.18,18,0,133
3211,44.03,19,0,133
3212,45.26,20,0,133
3213,40.17,21,0,133
3214,28.8,22,0,133
3215,42.24,23,0,133
3216,45.96,0,1,134
3217,162.02,1,1,134
3218,43.63,2,1,134
3219,33.14,3,1,134
3220,48.71,4,1,134
3221,44.16,5,1,134
3222,50.2,6,1,134
3223,172.13,7,1,134
3224,51.13,8,1,134
3225,47.71,9,1,134
3226,55.84,10,1,134
3227,65.59,11,1,134
3228,54.57,12,1,134
3229,64.84,13,1,134
3230,62.39,14,1,134
3231,52.2,15,1,134
3232,63.21,16,1,134
3233,46.37,17,1,134
3234,58.18,18,1,134
3235,46.47,19,1,134
3236,39.98,20,1,134
3237,30.52,21,1,134
3238,35.01,22,1,134
3239,32.88,23,1,134
3240,23.81,0,2,135
3241,32.54,1,2,135
3242,29.05,2,2,135
3243,42.08,3,2,135
3244,50.33,4,2,135
3245,32.95,5,2,135
3246,59.57,6,2,135
3247,47.95,7,2,135
3248,44.08,8,2,135
3249,60.42,9,2,135
3250,52.7,10,2,135
3251,56.81,11,2,135
3252,54.64,12,2,135
3253,50.93,13,2,135
3254,62.06,14,2,135
3255,52.07,15,2,135
3256,40.38,16,2,135
3257,53.39,17,2,135
3258,36.23,18,2,135
3259,33.54,19,2,135
3260,49.42,20,2,135
3261,27.82,21,2,135
3262,16.95,22,2,135
3263,159.27,23,2,135
3264,31.22,0,3,136
3265,32.32,1,3,136
3266,32.74,2,3,136
3267,39.02,3,3,136
3268,33.63,4,3,136
3269,54.35,5,3,136
3270,33.84,6,3,136
3271,12.31,7,3,136
3272,56.79,8,3,136
3273,48.06,9,3,136
3274,47.85,10,3,136
3275,65.38,11,3,136
3276,49.72,12,3,136
3277,52.39,13,3,136
3278,63.14,14,3,136
3279,54.41,15,3,136
3280,37.27,16,3,136
3281,62.73,17,3,136
3282,41.41,18,3,136
3283,39.32,19,3,136
3284,41.7,20,3,136
3285,42.16,21,3,136
3286,50.95,22,3,136
3287,20.78,23,3,136
3288,40.03,0,4,137
3289,39.78,1,4,137
3290,33.94,2,4,137
3291,43.24,3,4,137
3292,46.9,4,4,137
3293,31.26,5,4,137
3294,59.42,6,4,137
